date,country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
1,USA,13928377,8339,274555,223,8229735,194980236,331812157
1,India,9478099,14845,137823,164,8906652,141349298,1385641672
1,Brazil,6336278,,173165,,5601804,21900000,213188844
1,Russia,2322056,26402,40464,569,1803467,76755901,145960689
1,France,2222488,,52731,,162281,20618607,65333951
1,Spain,1664945,,45069,,N/A,22992742,46762368
1,UK,1629657,,58448,,N/A,43479023,68034821
1,Italy,1601554,,55576,,757507,21945099,60424501
1,Argentina,1424533,,38730,,1257227,3892522,45368199
1,Colombia,1316806,,36766,,1210489,6429234,51108051
1,Mexico,1113543,6472,105940,285,823586,2866225,129495225
1,Germany,1075702,5939,17047,185,758800,27859242,83895947
1,Poland,999924,9105,17599,449,597589,6275392,37829214
1,Iran,975951,13881,48628,382,677963,6168637,84438345
1,Peru,963605,,35966,,894741,5069698,33161928
1,South Africa,790004,,21535,,731242,5383078,59618545
1,Ukraine,745123,12498,12548,221,355172,4528772,43623023
1,Turkey,638847,,13746,,404727,18592292,84715803
1,Belgium,577345,746,16645,98,37474,5906234,11610688
1,Iraq,554767,2218,12306,48,484570,3512920,40592785
1,Chile,552864,1121,15430,20,528034,5357133,19184462
1,Indonesia,543975,5092,17081,136,454879,5746979,274724505
1,Netherlands,527523,4045,9438,62,N/A,4043482,17150737
1,Czechia,523298,,8295,,451607,3065132,10717297
1,Romania,479634,4272,11530,199,360934,4122192,19183572
1,Bangladesh,467225,2293,6675,31,383224,2788202,165371024
1,Philippines,432925,1298,8418,27,398782,5804014,110185022
1,Pakistan,400482,2458,8091,66,343286,5549779,222657494
1,Canada,379846,1707,12137,7,301345,11475642,37879788
1,Saudi Arabia,357623,263,5907,11,347176,9662314,35037872
1,Morocco,356336,,5846,,305291,3953900,37091981
1,Israel,337422,576,2867,2,323997,5605071,
1,Switzerland,330874,3802,4893,78,250200,2753942,8680983
1,Portugal,300462,2401,4577,72,220877,4353234,10184211
1,Austria,285489,3033,3325,141,227497,3121510,9027833
1,Sweden,260758,,6798,24,N/A,3174798,10125520
1,Nepal,233452,,1529,21,216594,1746330,29352794
1,Jordan,223617,4187,2802,51,162959,2577281,10245216
1,Hungary,221073,3951,4977,154,64802,1653780,9650043
1,Ecuador,192685,,13461,,169804,651702,17753784
1,Serbia,183437,7999,1652,48,31536,1800419,8722563
1,UAE,170149,1289,576,4,155667,16857641,9939944
1,Panama,165806,,3079,,144462,907285,4342825
1,Japan,148694,1934,2139,20,125470,3545916,126313687
1,Bulgaria,145300,,4035,,50565,973251,6926371
1,Bolivia,144708,86,8957,5,121702,361298,11738934
1,Dominican Republic,144302,314,2333,2,115530,720805,10893100
1,Kuwait,142992,357,881,1,137625,1101146,4296685
1,Costa Rica,139638,,1726,,87526,397311,5113459
1,Georgia,139343,3759,1303,36,117560,1183319,3985951
1,Qatar,139001,168,238,1,136306,1116081,
1,Belarus,138219,1572,1166,8,115587,3279137,9448019
1,Armenia,135967,843,2193,29,110365,512617,2965561
1,Kazakhstan,132348,689,1990,,116863,4206738,18869833
1,Croatia,131342,2900,1861,75,108231,759014,4094595
1,Lebanon,127944,,1018,,83034,1620913,6812579
1,Azerbaijan,125602,4426,1433,41,76897,1746198,10177178
1,Oman,123908,209,1430,7,115441,571472,5159740
1,Guatemala,122774,712,4178,7,111574,538797,18052084
1,Egypt,115911,,6650,,102718,1000000,103129181
1,Ethiopia,110074,,1706,,73808,1636729,116128998
1,Moldova,108863,1499,2323,19,95918,464494,4030024
1,Honduras,108253,365,2918,9,48073,267616,9969669
1,Slovakia,107183,1254,868,29,68859,1082625,5460750
1,Greece,105271,,2406,,9989,2373566,10401616
1,Venezuela,102394,,897,,97326,2297557,28402074
1,Tunisia,96769,,3260,,70851,460624,11869970
1,Myanmar,92189,1476,1972,31,71343,1182735,54561804
1,Palestine,88004,2357,747,15,65938,683701,5150025
1,Bosnia and Herzegovina,87901,,2681,,52769,418107,3272216
1,Bahrain,86956,,341,,85141,2053974,1725521
1,Kenya,84169,551,1474,5,55610,893646,54257423
1,Libya,83417,608,1196,13,54209,436051,6909972
1,Algeria,83199,,2431,,53809,,44177371
1,Paraguay,82424,,1756,,58453,449057,7168854
1,Denmark,81949,1468,846,9,64757,7497665,5800727
1,Slovenia,77106,1292,1490,55,55476,524988,2079058
1,Kyrgyzstan,73178,371,1275,4,64711,504891,6568625
1,Uzbekistan,73145,104,610,2,70337,1377915,33669824
1,Ireland,72544,,2053,,23364,1964711,4960674
1,Nigeria,67557,,1173,,63282,756237,208230502
1,Malaysia,67169,1472,363,3,56311,2686452,32537799
1,Lithuania,62515,1187,519,13,15077,1264577,2706174
1,North Macedonia,61878,,1763,,38946,332286,2083338
1,Singapore,58228,10,29,,58139,4658858,5869495
1,Ghana,51667,,323,,50547,592285,31339470
1,Afghanistan,46717,219,1797,23,36907,150750,39287988
1,El Salvador,39130,189,1120,6,35839,552608,6499865
1,Albania,39014,832,822,12,19384,186045,2876478
1,Norway,36318,168,334,2,27414,2224045,5438888
1,Montenegro,35265,,499,,24131,133604,628099
1,Luxembourg,34678,,321,,26086,1374203,630183
1,S. Korea,34652,451,526,,27885,3083997,51287671
1,Australia,27912,8,908,,25602,10026696,25622604
1,Finland,25462,550,399,,16800,1960016,5544324
1,Cameroon,24445,,437,,22177,149000,26816256
1,Sri Lanka,24255,268,118,,17817,835391,21450752
1,Ivory Coast,21331,,132,,20964,218207,26645600
1,Uganda,20459,,205,,8989,625029,46327896
1,Sudan,17810,,1249,,10302,,44268882
1,Latvia,17687,612,210,4,1806,632349,1877372
1,Zambia,17665,18,357,,17059,410794,18593939
1,Madagascar,17341,,251,,16657,93734,27982067
1,Senegal,16107,18,333,,15627,231541,16924203
1,Mozambique,15770,69,131,,13778,232684,31612571
1,Angola,15139,,348,,7851,171247,33281850
1,Namibia,14380,,151,,13535,156723,2559868
1,French Polynesia,14372,,75,,4842,26355,281585
1,Guinea,13119,,76,,12045,73155,13278216
1,Maldives,13011,,46,,11939,248889,544469
1,DRC,12772,,333,,11585,,90669051
1,Estonia,12497,191,121,3,7536,483091,1326909
1,Tajikistan,12194,,86,,11599,,9625529
1,French Guiana,11204,,70,,9995,82983,301846
1,Jamaica,10810,47,258,1,6364,115536,2966565
1,Cabo Verde,10761,,105,,10329,104104,558494
1,Botswana,10742,,34,,7912,422359,2371152
1,Cyprus,10565,,49,,2057,619420,1211020
1,Zimbabwe,10034,,277,,8489,178913,14952406
1,Malta,9975,102,141,4,7748,430782,442035
1,Haiti,9294,,233,,8023,34734,11460151
1,Gabon,9214,,60,,9066,303373,2247254
1,Mauritania,8601,,177,,7732,103754,4699595
1,Guadeloupe,8344,,149,,2242,74138,400153
1,Cuba,8284,,135,,7631,1115144,11323716
1,R¨¦union,8054,,40,,7172,48859,897974
1,Syria,7887,,417,,3560,,17674732
1,Bahamas,7541,,163,,5889,43593,394806
1,Andorra,6745,,76,,5873,168635,77317
1,Trinidad and Tobago,6669,,120,,5771,36792,1401383
1,Eswatini,6419,,122,,6006,62213,1165153
1,Hong Kong,6397,82,109,,5360,4153109,7522294
1,Malawi,6028,,185,,5455,74010,19332026
1,Rwanda,5934,,49,,5516,626311,13083614
1,Uruguay,5857,,77,,4357,433899,3478762
1,Belize,5854,111,148,1,3151,30881,400602
1,Nicaragua,5784,,160,,4225,,6657236
1,Congo,5774,,94,,4988,,5573681
1,Djibouti,5680,1,61,,5587,92180,993942
1,Martinique,5413,,40,,98,63774,375143
1,Iceland,5413,21,27,1,5187,391989,342166
1,Guyana,5406,,151,,4392,30096,788136
1,Suriname,5312,,117,,5194,21648,588818
1,Mayotte,5181,,49,,2964,25231,275511
1,Equatorial Guinea,5153,,85,,5009,70345,1421686
1,CAR,4913,,63,,1924,32711,4864397
1,Aruba,4845,,45,,4692,50129,106955
1,Mali,4710,,156,,3206,100284,20488521
1,Somalia,4451,,113,,3417,,16074085
1,Thailand,4008,10,60,,3811,977854,69873250
1,Gambia,3742,,123,,3601,25226,2444356
1,South Sudan,3111,2,61,,2954,59081,11248153
1,Benin,3015,,43,,2839,336377,12252958
1,Togo,2974,,64,,2478,148863,8358242
1,Burkina Faso,2886,,68,,2593,,21137192
1,Guinea-Bissau,2441,,44,,2327,29037,1987059
1,Sierra Leone,2412,,74,,1836,,8043679
1,Yemen,2191,,619,,1510,16855,30095574
1,Lesotho,2137,28,44,,1278,26082,2149318
1,New Zealand,2059,3,25,,1962,1278690,
1,Chad,1688,,101,,1525,,16617956
1,San Marino,1612,,46,,1299,17194,33961
1,Liberia,1595,,83,,1343,34105,5106395
1,Niger,1548,,72,,1210,46310,24560845
1,Vietnam,1351,4,35,,1195,1339465,97702766
1,Channel Islands,1299,,48,,1012,199491,174529
1,Liechtenstein,1270,,16,,1088,14040,38174
1,Sint Maarten,1069,3,25,,964,7586,43078
1,Gibraltar,1030,10,5,,950,91501,33687
1,Sao Tome and Principe,996,5,17,,934,7498,220835
1,Mongolia,801,10,,,358,188044,3300090
1,Turks and Caicos,748,,6,,717,8650,38934
1,Saint Martin,717,,12,,641,7149,38938
1,Burundi,689,1,1,,575,62215,12034945
1,Taiwan,679,4,7,,568,110685,23834820
1,Papua New Guinea,656,1,7,,597,32221,9016806
1,Comoros,611,,7,,586,,877210
1,Monaco,609,,3,,556,51953,39358
1,Eritrea,577,,,,498,21655,3566735
1,Tanzania,509,,21,,183,,60427789
1,Mauritius,504,,10,,456,289552,1272652
1,Faeroe Islands,503,,,,500,168493,48941
1,Bhutan,410,14,,,381,202849,775134
1,Isle of Man,369,,25,,338,18159,85221
1,Cambodia,326,3,,,304,231443,16814727
1,Barbados,276,,7,,250,47036,287522
1,Cayman Islands,274,,2,,252,52620,66042
1,Bermuda,260,,9,,214,107890,62181
1,Saint Lucia,259,,2,,131,16074,183977
1,Seychelles,183,,,,162,5200,98601
1,Caribbean Netherlands,162,,3,,157,3637,26324
1,Brunei ,151,1,3,,145,77493,439220
1,St. Barth,147,,1,,105,4767,9890
1,Antigua and Barbuda,141,,4,,130,4679,98266
1,Dominica,85,,,,63,5655,72061
1,St. Vincent Grenadines,85,,,,79,9555,111087
1,British Virgin Islands,72,1,1,,71,6431,30315
1,Macao,46,,,,46,4238,652999
1,Fiji,42,,2,,33,16229,899151
1,Grenada,41,,,,30,6252,112741
1,Laos,39,,,,26,79557,7319225
1,New Caledonia,33,,,,32,17565,286639
1,Timor-Leste,30,,,,30,13842,1328783
1,Vatican City,27,,,,15,,802
1,Saint Kitts and Nevis,22,,,,19,3677,53356
1,Greenland,18,,,,18,13021,56811
1,Solomon Islands,17,,,,5,4500,693779
1,Falkland Islands,16,,,,13,4245,3521
1,Saint Pierre Miquelon,16,,,,12,2814,5782
1,Montserrat,13,,1,,12,577,4993
1,Western Sahara,10,,1,,8,,603351
1,Anguilla,6,,,,3,2651,15059
1,Marshall Islands,4,,,,4,,59356
1,Wallis and Futuna,3,,,,1,1149,11155
1,Samoa,2,,,,,,198963
1,Vanuatu,1,,,,,,310087
1,China,86542,12,4634,,81631,160000000,
2,USA,14116044,7438,277068,89,8338691,196272672,331817450
2,India,9520407,20697,138416,257,8955249,142445949,1385678712
2,Brazil,6388526,,173862,,5656498,25700000,213192966
2,Russia,2347401,25345,41053,589,1830349,77200071,145960859
2,France,2230571,,53506,,164029,20669628,65334344
2,Spain,1673202,,45511,,N/A,22992742,46762418
2,UK,1643086,,59051,,N/A,43729581,68035793
2,Italy,1620901,,56361,,784595,22127199,60424259
2,Argentina,1432570,,38928,,1263251,3926286,45369331
2,Colombia,1324792,,36934,,1217647,6479003,51109532
2,Mexico,1122362,8819,106765,825,829817,2892449,129498923
2,Germany,1091464,5803,17516,157,779500,27859242,83896677
2,Poland,1013747,13855,18208,609,622980,6317532,37829102
2,Iran,989572,13621,48990,362,688054,6212694,84441283
2,Peru,965228,,36031,,896978,5085775,33163183
2,South Africa,792299,,21644,,732531,5383078,59620588
2,Ukraine,758264,13141,12717,169,369054,4528772,43622309
2,Turkey,668957,,13936,,409320,18772604,84718281
2,Belgium,579212,1867,16786,141,37924,5932877,11610826
2,Iraq,554767,,12306,,484570,3512920,40595257
2,Chile,553898,1034,15438,8,529501,5378733,19184910
2,Indonesia,549508,5533,17199,118,458880,5805224,274732402
2,Netherlands,532444,4921,9504,66,N/A,4043482,17150840
2,Czechia,528474,,8407,,455177,3085514,10717351
2,Romania,484550,4916,11665,135,371231,4137893,19183223
2,Bangladesh,469423,2198,6713,38,385786,2804174,165375504
2,Philippines,434357,1438,8436,18,399005,5836021,110189008
2,Pakistan,403311,2829,8166,75,345365,5584976,222669232
2,Canada,383468,,12211,,304888,11573322,37880692
2,Morocco,359844,,5915,,310193,3974785,37093176
2,Saudi Arabia,357872,249,5919,12,347513,9709651,35039355
2,Israel,338748,621,2881,4,324645,5605071,
2,Switzerland,335660,4786,4991,51,257600,2780856,8681155
2,Portugal,303846,3384,4645,68,223446,4353234,10184130
2,Austria,289461,3972,3446,121,233657,3149372,9027973
2,Sweden,266158,,6972,23,N/A,3174798,10125691
2,Nepal,236246,1490,1538,9,218161,1754630,29354228
2,Jordan,227208,3591,2854,52,168429,2601896,10245492
2,Hungary,225209,4136,5142,165,65888,1850230,9649976
2,Ecuador,193673,,13501,,169804,655192,17754516
2,Serbia,191356,7919,1704,52,31536,1822488,8722467
2,UAE,171434,1285,580,4,156380,16994124,9940271
2,Panama,167311,,3098,,145518,916423,4343010
2,Japan,150386,1692,2172,33,127304,3591597,126312634
2,Bulgaria,148775,,4188,,53000,982307,6926229
2,Dominican Republic,145197,895,2334,1,115611,727606,10893397
2,Bolivia,144810,102,8963,6,122495,362662,11739369
2,Georgia,143376,4033,1342,39,121621,1207234,3985930
2,Kuwait,143260,268,882,1,138134,1107581,4296858
2,Costa Rica,140172,,1731,,87721,398784,5113586
2,Belarus,139908,1689,1174,8,117195,3306693,9448011
2,Qatar,139256,255,239,1,136513,1120706,
2,Armenia,137231,1264,2228,35,111795,515992,2965576
2,Croatia,134881,3539,1916,55,110355,769091,4094527
2,Kazakhstan,133118,770,1990,,117362,4206738,18870446
2,Azerbaijan,129544,3942,1470,37,79162,1763609,10177428
2,Lebanon,129455,,1033,,83034,1632412,6812496
2,Oman,124145,237,1430,,115613,571472,5160096
2,Guatemala,123460,686,4191,13,112181,543324,18052991
2,Egypt,116303,,6666,,102816,1000000,103134463
2,Ethiopia,110554,,1709,,74917,1641697,116136802
2,Slovakia,109226,2043,898,30,71738,1093761,5460758
2,Moldova,108863,,2323,,95918,464494,4029998
2,Honduras,108253,,2918,,48073,267616,9970100
2,Greece,107470,,2517,,9989,2394598,10401478
2,Venezuela,102621,,901,,97562,2297557,28401855
2,Tunisia,98072,1303,3311,51,72473,464985,11870308
2,Myanmar,93600,1411,1998,26,72601,1202415,54562799
2,Bosnia and Herzegovina,90378,1293,2773,46,54967,425012,3272161
2,Palestine,90192,2188,763,16,66989,693362,5150349
2,Bahrain,87137,,341,,85357,2064477,1725684
2,Kenya,84169,,1474,,55610,893646,54260667
2,Algeria,84152,,2447,,54405,,44179537
2,Libya,84087,670,1200,4,54712,440899,6910227
2,Denmark,83535,1586,852,6,66086,7575946,5800783
2,Paraguay,83479,,1771,,58949,452851,7169093
2,Slovenia,79563,2428,1547,57,57447,532166,2079059
2,Kyrgyzstan,73513,335,1277,2,65189,509160,6568919
2,Uzbekistan,73335,190,611,1,70534,1377915,33671149
2,Ireland,72798,,2069,,23364,1974478,4960824
2,Malaysia,68020,851,365,2,56969,2707207,32538932
2,Nigeria,67838,,1176,,63430,779708,208244503
2,Lithuania,64621,2109,547,28,25278,1277043,2706071
2,North Macedonia,62945,,1792,,40188,335298,2083338
2,Singapore,58230,2,29,,58139,4658858,5869621
2,Ghana,51667,,323,,50547,592285,31341246
2,Afghanistan,46980,263,1822,25,37026,152108,39290390
2,El Salvador,39130,,1129,9,35839,552608,6499954
2,Albania,39014,,822,,19384,188221,2876470
2,Norway,36591,,334,,27414,2294651,5439004
2,Montenegro,35849,,504,,24637,135448,628100
2,S. Korea,35163,511,526,,28065,3106970,51287791
2,Luxembourg,35129,,330,,26156,1383631,630210
2,Australia,27923,11,908,,25612,10067637,25623412
2,Finland,25882,420,408,9,18100,1971368,5544347
2,Sri Lanka,24882,350,122,,18304,848814,21450996
2,Cameroon,24487,,441,,22177,149000,26818067
2,Ivory Coast,21334,,132,,20981,218660,26647390
2,Uganda,21035,,205,,9044,630441,46331862
2,Latvia,18377,690,224,14,1823,641351,1877315
2,Sudan,18045,,1255,,10369,,44271687
2,Zambia,17700,35,357,,17086,416206,18595351
2,Madagascar,17341,,251,,16657,93734,27984018
2,Senegal,16173,66,334,1,15657,232594,16925413
2,Mozambique,15770,,131,,13778,232684,31614973
2,Angola,15251,,350,,7932,171247,33284657
2,French Polynesia,14559,,76,,4842,26355,281590
2,Namibia,14416,,151,,13600,157116,2559994
2,Guinea,13143,24,76,,12154,74560,13279193
2,Maldives,13049,,47,,11968,248889,544495
2,Estonia,13019,524,122,1,7608,489497,1326911
2,DRC,12859,,335,,11663,,90676524
2,Tajikistan,12231,,86,,11640,,9626115
2,French Guiana,11240,,70,,9995,83475,301868
2,Cyprus,10883,,49,,2057,622653,1211044
2,Jamaica,10864,54,258,,6500,116201,2966600
2,Cabo Verde,10816,,106,,10366,104510,558510
2,Botswana,10742,,34,,7912,422359,2371282
2,Zimbabwe,10129,,277,,8643,179942,14952997
2,Malta,10101,126,146,5,7887,433468,442038
2,Haiti,9296,,233,,8023,34734,11460530
2,Gabon,9214,,60,,9066,303373,2247398
2,Mauritania,8710,,177,,7764,104875,4699930
2,Guadeloupe,8427,,149,,2242,77192,400153
2,Cuba,8381,,136,,7658,1115144,11323697
2,R¨¦union,8054,,40,,7172,48859,897991
2,Syria,7973,,422,,3624,,17675897
2,Bahamas,7543,,163,,5934,43794,394816
2,Andorra,6790,,76,,5940,168635,77317
2,Trinidad and Tobago,6685,,120,,5807,36858,1401395
2,Hong Kong,6500,103,110,1,5394,4153109,7522460
2,Eswatini,6442,,122,,6017,62213,1165185
2,Malawi,6040,12,185,,5471,74996,19333381
2,Uruguay,6024,,78,,4483,437520,3478795
2,Rwanda,5948,,49,,5544,629131,13084494
2,Belize,5854,,148,,3151,30881,400622
2,Nicaragua,5838,,161,,4225,,6657451
2,Congo,5774,,94,,4988,,5574054
2,Djibouti,5680,,61,,5587,92180,993981
2,Martinique,5520,,41,,98,65748,375142
2,Guyana,5423,,151,,4436,30355,788147
2,Iceland,5413,,27,,5187,391989,342172
2,Suriname,5319,,117,,5197,21747,588832
2,Mayotte,5181,,49,,2964,25231,275529
2,Equatorial Guinea,5156,,85,,5009,70718,1421812
2,CAR,4918,,63,,1924,32711,4864627
2,Aruba,4872,,45,,4705,50598,106957
2,Mali,4762,,160,,3241,101908,20490121
2,Somalia,4525,74,121,8,3480,,16075302
2,Thailand,4026,18,60,,3822,977854,69873727
2,Gambia,3743,,123,,3607,25282,2444542
2,South Sudan,3111,,61,,2954,59081,11248511
2,Benin,3015,,43,,2839,336377,12253828
2,Togo,2997,,64,,2515,150210,8358774
2,Burkina Faso,2931,,68,,2644,,21138763
2,Guinea-Bissau,2441,,44,,2327,29037,1987187
2,Sierra Leone,2413,,74,,1838,,8044123
2,Yemen,2197,,619,,1514,16855,30097373
2,Lesotho,2137,,44,,1278,26082,2149364
2,New Zealand,2060,1,25,,1963,1285766,
2,Chad,1700,,102,,1532,,16619249
2,San Marino,1650,,46,,1334,17645,33961
2,Liberia,1595,,83,,1343,34105,5106721
2,Niger,1586,,75,,1219,46310,24563254
2,Vietnam,1358,7,35,,1201,1339465,97705157
2,Channel Islands,1341,,48,,1012,199491,174534
2,Liechtenstein,1318,32,16,,1149,14040,38174
2,Sint Maarten,1069,,25,,964,7586,43079
2,Gibraltar,1035,5,5,,954,92652,33687
2,Sao Tome and Principe,996,,17,,934,7498,220846
2,Mongolia,812,11,,,358,200059,3300234
2,Turks and Caicos,750,,6,,720,8770,38935
2,Saint Martin,717,,12,,641,7149,38940
2,Burundi,689,,1,,575,62215,12035916
2,Taiwan,685,6,7,,570,111045,23834937
2,Papua New Guinea,669,13,7,,597,32221,9017270
2,Monaco,617,,3,,559,51953,39359
2,Comoros,613,,7,,586,,877260
2,Eritrea,577,,,,498,21655,3566869
2,Tanzania,509,,21,,183,,60432457
2,Mauritius,505,,10,,463,289552,1272657
2,Faeroe Islands,503,,,,500,168493,48941
2,Bhutan,414,4,,,386,204328,775157
2,Isle of Man,369,,25,,340,18610,85222
2,Cambodia,329,3,,,304,231443,16815359
2,Cayman Islands,285,,2,,254,53350,66044
2,Barbados,278,,7,,255,47649,287523
2,Bermuda,262,,9,,214,108950,62181
2,Saint Lucia,259,,2,,138,16195,183980
2,Seychelles,183,,,,162,5200,98603
2,Caribbean Netherlands,162,,3,,157,3637,26325
2,Brunei ,151,,3,,145,77493,439231
2,St. Barth,147,,1,,105,4767,9890
2,Antigua and Barbuda,142,,4,,130,4752,98269
2,Dominica,85,,,,63,5655,72061
2,St. Vincent Grenadines,85,,,,80,10072,111088
2,British Virgin Islands,72,,1,,71,6431,30315
2,Macao,46,,,,46,4238,653023
2,Fiji,42,,2,,33,16229,899168
2,Grenada,41,,,,30,6252,112742
2,Laos,39,,,,26,79557,7319514
2,New Caledonia,33,,,,32,17565,286646
2,Timor-Leste,30,,,,30,13842,1328852
2,Vatican City,27,,,,15,,802
2,Saint Kitts and Nevis,22,,,,19,3677,53357
2,Greenland,18,,,,18,13021,56811
2,Solomon Islands,17,,,,5,4500,693826
2,Falkland Islands,16,,,,13,4245,3522
2,Saint Pierre Miquelon,16,,,,14,2882,5782
2,Montserrat,13,,1,,12,577,4993
2,Western Sahara,10,,1,,8,,603391
2,Anguilla,6,,,,3,2651,15059
2,Marshall Islands,4,,,,4,,59358
2,Wallis and Futuna,3,,,,1,1149,11155
2,Samoa,2,,,,,,198967
2,Vanuatu,1,,,,1,,310106
2,China,86551,9,4634,,81649,160000000,
3,USA,14333241,18976,280210,343,8468702,200011714,331822744
3,India,9556881,23410,138946,289,8998066,143557647,1385715753
3,Brazil,6436650,,174531,,5698353,25700000,213197088
3,Russia,2375546,28145,41607,554,1859851,77693654,145961030
3,France,2244635,,53816,,165563,20678186,65334738
3,Spain,1682533,,45784,,N/A,22992742,46762467
3,UK,1659256,,59699,,N/A,44059851,68036766
3,Italy,1641610,,57045,,823335,22334342,60424017
3,Argentina,1440103,,39156,,1268358,3975760,45370463
3,Colombia,1334089,,37117,,1225635,6535154,51111013
3,Mexico,1133613,11251,107565,800,836567,2919879,129502622
3,Germany,1114892,9060,17989,177,800000,29141172,83897407
3,Poland,1028610,14838,18828,620,646560,6355941,37828989
3,Iran,1003494,13922,49348,358,699315,6256715,84444220
3,Peru,967075,,36076,,899213,5103401,33164438
3,South Africa,796472,,21709,,734305,5468670,59622631
3,Ukraine,772760,14496,12960,243,384426,4528772,43621595
3,Turkey,700880,,14129,,414141,18956228,84720759
3,Belgium,582252,3040,16911,125,38261,5976114,11610963
3,Iraq,558767,2039,12361,21,487863,3576592,40597729
3,Indonesia,557877,8369,17355,156,462553,5867621,274740300
3,Chile,553898,,15438,,529501,5378733,19185358
3,Netherlands,538050,5606,9565,61,N/A,4043482,17150944
3,Czechia,533042,,8515,,461599,3109602,10717406
3,Romania,492211,7661,11876,211,381001,4170013,19182875
3,Bangladesh,471739,2336,6748,35,388379,2820981,165379983
3,Philippines,435413,1061,8446,10,399325,5868974,110192993
3,Pakistan,406810,3499,8205,39,346951,5627539,222680970
3,Canada,389775,,12325,,309886,11652814,37881595
3,Morocco,364190,,5985,,314237,3995885,37094371
3,Saudi Arabia,358102,230,5930,11,347881,9751776,35040837
3,Israel,340424,805,2890,7,325874,5605071,
3,Switzerland,340115,4455,5142,97,257600,2808820,8681328
3,Portugal,303846,,4645,,223446,4640505,10184050
3,Austria,293430,3969,3538,92,238127,3180666,9028113
3,Sweden,272643,,7007,26,N/A,3457247,10125863
3,Nepal,237589,1343,1551,13,220272,1763919,29355661
3,Hungary,231844,6635,5324,182,67033,1876274,9649910
3,Jordan,227208,,2854,,168429,2601896,10245769
3,Serbia,199158,7802,1765,61,31536,1844731,8722371
3,Ecuador,194876,,13562,,169804,658661,17755249
3,UAE,172751,1317,585,5,157035,17126504,9940597
3,Panama,169339,,3114,,146576,927315,4343196
3,Japan,152827,2441,2213,41,129241,3636512,126311581
3,Bulgaria,151913,,4347,,55206,990785,6926087
3,Georgia,147636,4260,1387,45,124568,1207234,3985909
3,Dominican Republic,146009,812,2335,1,115992,732425,10893694
3,Bolivia,144994,184,8972,9,123673,364199,11739804
3,Kuwait,143574,314,884,2,138674,1118620,4297030
3,Belarus,141609,1701,1181,7,118924,3335788,9448002
3,Costa Rica,141340,,1739,,88226,398784,5113713
3,Qatar,139477,221,239,,136741,1125668,
3,Croatia,139415,4534,1964,48,113509,780257,4094458
3,Armenia,138508,1277,2254,26,113228,519445,2965592
3,Kazakhstan,133887,769,1990,,118004,4206738,18871060
3,Azerbaijan,133733,4189,1510,40,81234,1781218,10177677
3,Lebanon,131297,,1055,,83034,1646418,6812413
3,Oman,124329,184,1435,5,115866,571472,5160452
3,Guatemala,124053,593,4209,18,112719,547398,18053897
3,Egypt,116724,,6694,,102949,1000000,103139744
3,Moldova,112307,1727,2363,20,97549,472705,4029973
3,Slovakia,111208,1982,930,32,74273,1104025,5460765
3,Ethiopia,110984,,1715,,76067,1645995,116144606
3,Greece,109655,,2606,,9989,2413710,10401340
3,Honduras,109144,503,2930,3,48877,269711,9970530
3,Venezuela,103067,,905,,98030,2297557,28401636
3,Tunisia,99280,,3359,,73607,468749,11870646
3,Myanmar,95018,1418,2028,30,73748,1225134,54563794
3,Palestine,92708,2516,780,17,68250,704009,5150674
3,Bosnia and Herzegovina,91539,1161,2812,39,56050,428822,3272106
3,Bahrain,87270,,341,,85463,2075343,1725847
3,Kenya,86383,1253,1500,16,56464,911596,54263910
3,Denmark,85140,1605,858,6,67416,7653700,5800838
3,Algeria,85084,,2464,,54990,,44181704
3,Libya,84849,762,1212,12,55304,446019,6910483
3,Paraguay,84482,,1783,,59465,456916,7169333
3,Slovenia,81338,1772,1592,45,59469,538770,2079059
3,Kyrgyzstan,73933,420,1281,4,65589,509160,6569214
3,Uzbekistan,73431,96,611,,70712,1377915,33672475
3,Ireland,73066,,2074,,23364,1986285,4960975
3,Malaysia,69095,1075,376,11,57917,2728936,32540065
3,Nigeria,67960,,1177,,63839,779708,208258505
3,Lithuania,67066,2450,564,17,26836,1290467,2705968
3,North Macedonia,63890,,1825,,40977,337862,2083338
3,Singapore,58239,9,29,,58145,4658858,5869746
3,Ghana,51667,,323,,50547,592285,31343022
3,Afghanistan,47258,278,1841,19,37302,154603,39292791
3,Albania,40501,782,852,13,20484,192663,2876461
3,El Salvador,39130,,1134,5,35839,552608,6500043
3,Norway,37136,167,353,2,27414,2333109,5439119
3,Montenegro,36351,,510,,25409,137304,628100
3,Luxembourg,35802,,334,,26497,1395562,630238
3,S. Korea,35703,540,529,3,28352,3131886,51287911
3,Australia,27939,16,908,,25618,10103629,25624220
3,Finland,26422,540,408,,18100,1984815,5544371
3,Sri Lanka,25760,350,124,,19032,862446,21451241
3,Cameroon,24487,,441,,22177,149000,26819878
3,Uganda,21409,,206,,9044,633932,46335828
3,Ivory Coast,21361,,132,,21010,219775,26649180
3,Latvia,19307,930,235,11,1848,650021,1877258
3,Sudan,18254,,1265,,10493,,44274492
3,Zambia,17730,30,357,,17102,423002,18596763
3,Madagascar,17341,,251,,16657,93734,27985969
3,Senegal,16217,44,335,1,15697,233510,16926622
3,Mozambique,15866,,132,,14014,234514,31617375
3,Angola,15319,,351,,8139,171247,33287463
